Release	ID	Number	Name	Faction	Type	Description	Glory	Restricted	Set
Nightvault	793	N296	Arcane Torrent	Universal	Objective	Score this immediately if a friendly fighter successfully casts a spell and there are two or more Crit in the casting roll	1	-	Zarbag's Gitz expansion
Nightvault	794	N297	-	-	-		-	-	-
Nightvault	795	N298	-	-	-		-	-	-
Nightvault	796	N299	-	-	-		-	-	-
Nightvault	797	N300	Brute Force	Universal	Objective	Score this immediately if a friendly fighter's Attack action succeeds against an enemy fighter who has two or more supporting fighters more than the friendly fighter	1	-	Echoes of Glory
Nightvault	798	N301	-	-	-		-	-	-
Nightvault	799	N302	-	-	-		-	-	-
Nightvault	800	N303	Catching Up	Universal	Objective	Score this in an end phase if you have fewer glory points than an opponent	1	-	Zarbag's Gitz expansion
Nightvault	801	N304	Charmed Life	Universal	Objective	Score this in an end phase if you removed at least 3 wound tokens from a single fighter, and that fighter was not taken out of action, in the preceding action phase	2	-	The Eyes of the Nine expansion
Nightvault	802	N305	Combination Strike	Universal	Objective	Score this in an end phase if you scored at least two objective cards in the preceding action phase	2	-	Echoes of Glory
Nightvault	803	N306	Conquest	Universal	Objective	Score this in the third end phase if all of your surviving fighters are in your opponent's territory	2	-	Nightvault core set
Nightvault	804	N307	Cornered	Universal	Objective	Score this immediately if a friendly fighter takes an enemy fighter out of action with an Attack action that is only successful because their target is Trapped	2	-	Echoes of Glory
Nightvault	805	N308	Dashed Hopes	Universal	Objective	Score this in an end phase if your warband took at least one Inspired enemy fighter out of action in the preceding action phase	1	-	Echoes of Glory
Nightvault	806	N309	-	-	-		-	-	-
Nightvault	807	N310	Denial	Universal	Objective	Score this in the third end phase if there are no enemy fighters in your territory	3	-	Nightvault core set
Nightvault	808	N311	-	-	-		-	-	-
Nightvault	809	N312	-	-	-		-	-	-
Nightvault	810	N313	-	-	-		-	-	-
Nightvault	811	N314	-	-	-		-	-	-
Nightvault	812	N315	-	-	-		-	-	-
Nightvault	813	N316	-	-	-		-	-	-
Nightvault	814	N317	Extreme Flank	Universal	Objective	Score this in an end phase if there is a friendly fighter on an edge hex and another friendly fighter on an edge hex on the opposite edge of the battlefield to the first fighter. Where there is more than one opposite edge, it must be the furthest of these edges	2	-	Zarbag's Gitz expansion
Nightvault	815	N318	Finish Them	Universal	Objective	Score this immediately if your warband takes an enemy fighter out of action with an Attack action with a Damage characteristic of 1	1	-	The Eyes of the Nine expansion
Nightvault	816	N319	Fired Up	Universal	Objective	Score this in an end phase if at least one surviving friendly fighter is Inspired	1	-	The Eyes of the Nine expansion
Nightvault	817	N320	-	-	-		-	-	-
Nightvault	818	N321	Ganging Up	Universal	Objective	Score this immediately if all hexes adjacent to a single enemy fighter (other than blocked or incomplete hexes) contain friendly fighters	2	-	Echoes of Glory
Nightvault	819	N322	-	-	-		-	-	-
Nightvault	820	N323	-	-	-		-	-	-
Nightvault	821	N324	Girded for Battle	Universal	Objective	Score this in an end phase if all surviving friendly fighters (at least three) have at least one upgrade	1	-	Echoes of Glory
Nightvault	822	N325	Grand Melee	Universal	Objective	Score this in an end phase if at least three enemy fighters were damaged in the preceding action phase	1	-	Echoes of Glory
Nightvault	823	N326	Great Gains	Universal	Objective	Score this in an end phase if you gained at least 5 glory points in this round	2	-	The Eyes of the Nine expansion
Nightvault	824	N327	Hale and Whole	Universal	Objective	Score this in an end phase is no friendly fighters are out of action and no friendly fighters have wound tokens on their fighter cards	1	-	Echoes of Glory
Nightvault	825	N328	-	-	-		-	-	-
Nightvault	826	N329	-	-	-		-	-	-
Nightvault	827	N330	Hold Objective 1	Universal	Objective	Score this in an end phase if you are holding objective 1	1	-	Nightvault core set
Nightvault	828	N331	Hold Objective 2	Universal	Objective	Score this in an end phase if you are holding objective 2	1	-	Nightvault core set
Nightvault	829	N332	Hold Objective 3	Universal	Objective	Score this in an end phase if you are holding objective 3	1	-	Nightvault core set
Nightvault	830	N333	Hold Objective 4	Universal	Objective	Score this in an end phase if you are holding objective 4	1	-	Nightvault core set
Nightvault	831	N334	Hold Objective 5	Universal	Objective	Score this in an end phase if you are holding objective 5	1	-	Nightvault core set
Nightvault	832	N335	-	-	-		-	-	-
Nightvault	833	N336	-	-	-		-	-	-
Nightvault	834	N337	Interdiction	Universal	Objective	Score this in an end phase if your warband took an enemy wizard out of action in the preceding action phase	1	-	Zarbag's Gitz expansion
Nightvault	835	N338	-	-	-		-	-	-
Nightvault	836	N339	-	-	-		-	-	-
Nightvault	837	N340	Keep Them Guessing	Universal	Objective	Score this in an end phase if your warband made at least four different actions from the following list in the preceding action phase: Move (other than as part of a Charge), Attack (other than as part of a Charge), Charge, Guard, another action on a fighter card	2	-	Zarbag's Gitz expansion
Nightvault	838	N341	-	-	-		-	-	-
Nightvault	839	N342	Loner	Universal	Objective	Score this in an end phase if at least one surviving friendly fighter has no other fighter within three hexes	1	-	The Eyes of the Nine expansion
Nightvault	840	N343	-	-	-		-	-	-
Nightvault	841	N344	-	-	-		-	-	-
Nightvault	842	N345	-	-	-		-	-	-
Nightvault	843	N346	Magical Void	Universal	Objective	Score this in an end phase if an opponent's warband attempted to cast at least one spell and did not successfully cast any spells in the preceding phase	1	-	Zarbag's Gitz expansion
Nightvault	844	N347	Martyred	Universal	Objective	Score this immediately if the first fighter taken out of action in this round is a friendly fighter	1	-	Echoes of Glory
Nightvault	845	N348	-	-	-		-	-	-
Nightvault	846	N349	-	-	-		-	-	-
Nightvault	847	N350	Master of Terrain	Universal	Objective	Score this immediately if an enemy fighter is taken out of action by a lethal hex	1	-	Zarbag's Gitz expansion
Nightvault	848	N351	Neck and Neck	Universal	Objective	Score this in an end phase if you and an opponent are tied for the same number of glory points (at least 1)	1	-	Echoes of Glory
Nightvault	849	N352	No Heroes	Universal	Objective	Score this in the third end phase if there are at least three surviving friendly fighters, and none of them are Inspired	2	-	Echoes of Glory
Nightvault	850	N353	No Openings	Universal	Objective	Score this in an end phase if your opponent scored no objectives in the preceding action phase	1	-	Echoes of Glory
Nightvault	851	N354	Nowhere to Go	Universal	Objective	Score this immediately if each hex adjacent to an enemy fighter is either occupied, blocked or lethal	1	-	Zarbag's Gitz expansion
Nightvault	852	N355	On a Roll	Universal	Objective	Score this in an end phase if you scored at least four other objective cards in this round	2	-	The Eyes of the Nine expansion
Nightvault	853	N356	-	-	-		-	-	-
Nightvault	854	N357	Opening Gambit	Universal	Objective	Score this in an end phase if you scored at least one objective card in the preceding action phase	1	-	Echoes of Glory
Nightvault	855	N358	-	-	-		-	-	-
Nightvault	856	N359	-	-	-		-	-	-
Nightvault	857	N360	-	-	-		-	-	-
Nightvault	858	N361	-	-	-		-	-	-
Nightvault	859	N362	-	-	-		-	-	-
Nightvault	860	N363	-	-	-		-	-	-
Nightvault	861	N364	Quick on Your Feet	Universal	Objective	Score this in an end phase if all surviving friendly fighters (at least three) made a Move action in the preceding action phase	1	-	Echoes of Glory
Nightvault	862	N365	-	-	-		-	-	-
Nightvault	863	N366	-	-	-		-	-	-
Nightvault	864	N367	Singled Out	Universal	Objective	Score this in an end phase if a surviving friendly fighter has three or more upgrades	1	-	Echoes of Glory
Nightvault	865	N368	Solid Gains	Universal	Objective	Score this in an end phase if you gained at least 3 glory points in this round	1	-	Zarbag's Gitz expansion
Nightvault	866	N369	-	-	-		-	-	-
Nightvault	867	N370	Sorcerous Retort	Universal	Objective	Score this immediately if your warband successfully casts a spell as a reaction	1	-	The Eyes of the Nine expansion
Nightvault	868	N371	Sorcerous Scouring	Universal	Objective	Score this immediately if your warband takes an enemy fighter out of action with a spell	1	-	Zarbag's Gitz expansion
Nightvault	869	N372	-	-	-		-	-	-
Nightvault	870	N373	Strong Start	Universal	Objective	Score this immediately if the first fighter taken out of action in this round is an enemy fighter	1	-	Echoes of Glory
Nightvault	871	N374	Supremacy	Universal	Objective	Score this in an end phase if you hold three or more objectives	3	-	Nightvault core set
Nightvault	872	N375	Swift Beheading	Universal	Objective	Score this in an end phase if your warband took an enemy leader out of action in this phase, and that leader was the first fighter taken out of action in this game	2	-	Echoes of Glory
Nightvault	873	N376	Tactical Supremacy 1-4	Universal	Objective	Score this in an end phase if you hold objectives 1 and 4	2	-	The Eyes of the Nine expansion
Nightvault	874	N377	-	-	-		-	-	-
Nightvault	875	N378	Tempting Target	Universal	Objective	Score this immediately if your warband takes an enemy fighter with at least two upgrades out of action	1	-	The Eyes of the Nine expansion
Nightvault	876	N379	-	-	-		-	-	-
Nightvault	877	N380	-	-	-		-	-	-
Nightvault	878	N381	Total Dominance	Universal	Objective	Score this in the third end phase if there are no surviving enemy fighters and no friendly fighters out of action	6	-	Echoes of Glory
Nightvault	879	N382	Trash to Treasure	Universal	Objective	Score this immediately if an opponent discards three objective cards in an end phase	1	-	Echoes of Glory
Nightvault	880	N383	-	-	-		-	-	-
Nightvault	881	N384	-	-	-		-	-	-
Nightvault	882	N385	What Armour?	Universal	Objective	Score this immediately if a friendly fighter's Attack action with Cleave succeeds	1	-	The Eyes of the Nine expansion
Nightvault	883	N386	Witch-Slayer	Universal	Objective	Score this immediately if your leader takes an enemy wizard out of action	1	-	Echoes of Glory
Nightvault	884	N387	With Our Bare Hands	Universal	Objective	Score this in the third end phase if there are at least three surviving friendly fighters, and no surviving friendly fighter has an upgrade	3	-	Zarbag's Gitz expansion
Nightvault	885	N388	Abasoth's Unmasking	Universal	Spell	Gambit Spell (1 Channel): If this spell is cast, choose an objective token within four hexes of the caster. Remove it from the battlefield	-	-	Zarbag's Gitz expansion
Nightvault	886	N389	Abasoth's Withering	Universal	Spell	Gambit Spell (1 Channel): If this spell is cast, choose an enemy fighter within four hexes of the caster. That fighter has -1 Wounds (to a minimum of 1). This spell persists until that fighter is out of action	-	-	The Eyes of the Nine expansion
Nightvault	887	N390	-	-	-		-	-	-
Nightvault	888	N391	Aggressive Defence	Universal	Ploy	Reaction: Play this during an Attack action that targets a friendly fighter, before the attack roll. You cannot make a defence roll, but the target of the Attack action cannot be driven back. After the Attack action, if the friendly fighter survives, immediately make an attack action with that fighter that targets their attacker	-	-	Echoes of Glory
Nightvault	889	N392	-	-	-		-	-	-
Nightvault	890	N393	-	-	-		-	-	-
Nightvault	891	N394	Arcane Shield	Universal	Spell	Gambit Spell (2 Focus): If this spell is cast, reduce all damage suffered by the caster by 1, to a minimum of 1. This spell persists until the caster is out of action	-	-	Zarbag's Gitz expansion
Nightvault	892	N395	Arcane Smothering	Universal	Spell	Gambit Spell (1 Focus): If this spell is cast, choose one persisting spell. That spell is discarded	-	-	The Eyes of the Nine expansion
Nightvault	893	N396	-	-	-		-	-	-
Nightvault	894	N397	Baffling Illusion	Universal	Ploy	The first time a fighter would make a Move action in the next activation, their player instead Scatters X from the hex that fighter occupies, and pushes the fighter along the chain to the end hex. X is the fighter's Move characteristic. If the fighter cannot be pushed into a hex, the push ends in the last hex in the chain they can occupy. Place a Move token next to that fighter	-	-	Echoes of Glory
Nightvault	895	N398	-	-	-		-	-	-
Nightvault	896	N399	-	-	-		-	-	-
Nightvault	897	N400	Centre of Attention	Universal	Ploy	Choose a fighter and push all other fighters that are within two hexes of that fighter up to one hex so that they are closer to that fighter in an order you choose. If a fighter cannot be pushed this way, do not push them	-	-	Echoes of Glory
Nightvault	898	N401	-	-	-		-	-	-
Nightvault	899	N402	Confusing Reflection	Universal	Ploy	Reaction: Play this when an enemy fighter successfully casts a spell with Scatter, before they resolve the Scatter. You resolve the Scatter instead. The effect of the spell remains the same	-	-	The Eyes of the Nine expansion
Nightvault	900	N403	Confusion	Universal	Ploy	Choose two fighters that are adjacent to each other and switch them	-	-	Nightvault core set
Nightvault	901	N404	Countercharge	Universal	Ploy	Reaction: Play this after an enemy fighter's Move action that is part of a Charge action. Choose a friendly fighter and push them up to three hexes. They must end this push adjacent to the enemy fighter	-	-	The Eyes of the Nine expansion
Nightvault	902	N405	Damning Pact	Universal	Ploy	Choose a friendly wizard. They suffer 1 damage. The first time they attempt to cast a spell before the next power step, any fighter damaged by that spell suffers 1 additional damage	-	-	Echoes of Glory
Nightvault	903	N406	Dancing with Death	Universal	Ploy	Reaction: Play this after an Attack action that targets a friendly fighter and fails. You can push the target up to two hexes	-	-	Echoes of Glory
Nightvault	904	N407	-	-	-		-	-	-
Nightvault	905	N408	-	-	-		-	-	-
Nightvault	906	N409	Determined Effort	Universal	Ploy	+1 Dice for the first Attack action in the next activation	-	-	Nightvault core set
Nightvault	907	N410	Emboldened	Universal	Ploy	Reaction: Play this after an Attack action that targets a friendly fighter and fails. Remove up to one wound token from that fighter's fighter card	-	-	Echoes of Glory
Nightvault	908	N411	-	-	-		-	-	-
Nightvault	909	N412	Encroaching Shadow	Universal	Ploy	Choose an enemy fighter in an edge hex. They suffer 1 damage	-	-	Zarbag's Gitz expansion
Nightvault	910	N413	-	-	-		-	-	-
Nightvault	911	N414	-	-	-		-	-	-
Nightvault	912	N415	-	-	-		-	-	-
Nightvault	913	N416	-	-	-		-	-	-
Nightvault	914	N417	Ghoulish Pact	Universal	Ploy	Choose a friendly fighter and an upgrade card from your hand that you can apply to that fighter. That fighter suffers 1 damage. If they survive, apply the upgrade to that fighter	-	-	Echoes of Glory
Nightvault	915	N418	-	-	-		-	-	-
Nightvault	916	N419	Grinding Earth	Universal	Spell	Gambit Spell (1 Channel): If this spell is cast, choose an empty hex adjacent to the caster and place the chasm token on it. A hex with a chasm token is a lethal hex. Remove the token at the end of the action phase	-	-	Nightvault core set
Nightvault	917	N420	Haymaker	Universal	Ploy	+2 Dice for the first Attack action made by a friendly fighter in the next activation. You cannot make defence rolls for that fighter. The latter effect persists until that fighter is out of action or the end of the round, whichever happens first	-	-	Echoes of Glory
Nightvault	918	N421	Healing Pulse	Universal	Spell	Gambit Spell (1 Focus): If this spell is cast, choose a friendly fighter within four hexes of the caster. Remove up to one wound token from that fighter's fighter card at the beginning of each round, before the first activation. This spell persists until that fighter is out of action	-	-	Zarbag's Gitz expansion
Nightvault	919	N422	Imbue with Life	Universal	Spell	Gambit Spell (1 Channel): If this spell is cast, choose an objective token within four hexes of the caster. Scatter 2 from that token's hex, and place the objective token in the end hex. If the end hex is blocked, lethal or contains an objective token, or if the chain would leave the battlefield, leave the objective token where it is	-	-	The Eyes of the Nine expansion
Nightvault	920	N423	-	-	-		-	-	-
Nightvault	921	N424	Infinite Riches	Universal	Spell	Gambit Spell (2 Channel): If this spell is cast, choose one upgrade from your power discard pile and add it to your hand	-	-	Zarbag's Gitz expansion
Nightvault	922	N425	Instinctive Denial	Universal	Ploy	Reaction: Play this when an enemy fighter adjacent to a friendly fighter casts a spell, before the spell is resolved. Roll a defence dice. On a roll of Shield or Crit that spell is not cast	-	-	Echoes of Glory
Nightvault	923	N426	Irresistible Prize	Universal	Ploy	Choose an objective token. Push all fighters that are within two hexes of that token up to one hex so that they are standing on or closer to that token in any order you choose. If a fighter cannot be pushed in this way, do not push them	-	-	The Eyes of the Nine expansion
Nightvault	924	N427	Lethal Ward	Universal	Ploy	Choose an objective token. Any fighter in the same hex as that token suffers 1 damage	-	-	Echoes of Glory
Nightvault	925	N428	Levitation	Universal	Spell	Gambit Spell (1 Channel): If this spell is cast, the caster treats lethal hexes as normal hexes. This spell persists until the caster is out of action or the end of the phase, whichever happens first	-	-	Zarbag's Gitz expansion
Nightvault	926	N429	-	-	-		-	-	-
Nightvault	927	N430	-	-	-		-	-	-
Nightvault	928	N431	-	-	-		-	-	-
Nightvault	929	N432	Mirror Move	Universal	Ploy	Reaction: Play this after an opponent pushes a fighter. Choose a different fighter and push them the same number of hexes	-	-	Zarbag's Gitz expansion
Nightvault	930	N433	-	-	-		-	-	-
Nightvault	931	N434	One Step Ahead	Universal	Ploy	You can only play this card in the final power step of a round. Choose an opponent and name an objective, then roll an attack dice. On a roll of Hammer or Crit that opponent cannot score that objective in the subsequent end phase	-	-	Zarbag's Gitz expansion
Nightvault	932	N435	-	-	-		-	-	-
Nightvault	933	N436	Pit Trap	Universal	Ploy	Reaction:  Play this after an Attack action that drives an enemy fighter back. They suffer 1 damage	-	-	Zarbag's Gitz expansion
Nightvault	934	N437	Power Surge	Universal	Ploy	Reaction: Play this during an attempt to cast a spell, after the dice are rolled but before the spell is resolved or fails, if at least one Crit was rolled in the casting roll. Add a Crit to the casting roll	-	-	The Eyes of the Nine expansion
Nightvault	935	N438	Quick Exchange	Universal	Ploy	Choose two adjacent friendly fighters who each have at least one upgrade that could be applied to the other fighter. Take an upgrade from each fighter and apply it to the other fighter. Each fighter must be eligible for that upgrade	-	-	Echoes of Glory
Nightvault	936	N439	-	-	-		-	-	-
Nightvault	937	N440	-	-	-		-	-	-
Nightvault	938	N441	Regal Vision	Universal	Ploy	Choose a friendly fighter that is holding an objective. That fighter becomes Inspired	-	-	Echoes of Glory
Nightvault	939	N442	Rend the Earth	Universal	Spell	Gambit Spell (2 Channel): If this spell is cast, all fighters adjacent to the caster suffer 1 damage	-	-	Echoes of Glory
Nightvault	940	N443	Revoke	Universal	Ploy	Choose one persisting ploy. That ploy is discarded	-	-	Echoes of Glory
Nightvault	941	N444	-	-	-		-	-	-
Nightvault	942	N445	-	-	-		-	-	-
Nightvault	943	N446	Sidestep	Universal	Ploy	Choose a friendly fighter and push them one hex	-	-	Nightvault core set
Nightvault	944	N447	-	-	-		-	-	-
Nightvault	945	N448	Sorcerous Insight	Universal	Spell	Gambit Spell (2 Focus): If this spell is cast, choose one ploy from your discard pile and add it to your hand	-	-	The Eyes of the Nine expansion
Nightvault	946	N449	-	-	-		-	-	-
Nightvault	947	N450	Soul Drain	Universal	Spell	Gambit Spell (1 Focus) Reaction: Cast this spell after an Attack action or gambit that takes an enemy fighter out of action. If this spell is cast, remove up to one wound token from the caster's fighter card	-	-	The Eyes of the Nine expansion
Nightvault	948	N451	-	-	-		-	-	-
Nightvault	949	N452	Sphere of Azyr	Universal	Spell	Gambit Spell (1 Focus): If this spell is cast, choose an enemy fighter holding an objective. They suffer 1 damage	-	-	The Eyes of the Nine expansion
Nightvault	950	N453	-	-	-		-	-	-
Nightvault	951	N454	-	-	-		-	-	-
Nightvault	952	N455	-	-	-		-	-	-
Nightvault	953	N456	Sphere of Hysh	Universal	Spell	Gambit Spell (2 Channel): If this spell is cast, Attack actions in the next activation have +1 Dice	-	-	Echoes of Glory
Nightvault	954	N457	Sphere of Shyish	Universal	Spell	Gambit Spell (1 Channel): If this spell is cast, choose an enemy fighter within three hexes of the caster. Wound tokens cannot be removed from that fighter's card. This spell persists until that fighter is out of action	-	-	Zarbag's Gitz expansion
Nightvault	955	N458	Sphere of Ulgu	Universal	Spell	Gambit Spell (1 Focus): If this spell is cast, Attack actions in the next activation have -1 Dice, to a minimum of 1.	-	-	Echoes of Glory
Nightvault	956	N459	Spiked Surface	Universal	Ploy	Reaction: Play this during a friendly fighter's Attack action in which the target fighter is trapped and is in an edge hex and/or adjacent to a blocked hex. The target fighter suffers 1 damage.	-	-	Echoes of Glory
Nightvault	957	N460	-	-	-		-	-	-
Nightvault	958	N461	-	-	-		-	-	-
Nightvault	959	N462	-	-	-		-	-	-
Nightvault	960	N463	Sudden Paranoia	Universal	Ploy	Enemy fighters cannot provide support during the first Attack action in the next activation	-	-	Echoes of Glory
Nightvault	961	N464	-	-	-		-	-	-
Nightvault	962	N465	-	-	-		-	-	-
Nightvault	963	N466	-	-	-		-	-	-
Nightvault	964	N467	-	-	-		-	-	-
Nightvault	965	N468	Unchecked Energy	Universal	Ploy	Choose a lethal hex. Roll an attack dice for each fighter adjacent to that hex. On a roll of Hammer or Crit the fighter being rolled for suffers 1 damage	-	-	Echoes of Glory
Nightvault	966	N469	-	-	-		-	-	-
Nightvault	967	N470	Vertigo	Universal	Ploy	Reaction: Play this during an action or gambit that uses the scatter token, after the scatter token is placed but before any dice are rolled. Choose how the scatter token is oriented	-	-	Echoes of Glory
Nightvault	968	N471	Vital Surge	Universal	Spell	Gambit Spell (2 Channel): If this spell is cast, choose a friendly fighter and remove up to two wound tokens from their fighter card	-	-	Nightvault core set
Nightvault	969	N472	-	-	-		-	-	-
Nightvault	970	N473	Arcane Familiar	Universal	Upgrade	Each time this fighter attempts to cast a spell, after the casting roll, you can change one of the symbols rolled to 1 Channel	-	Wizard	The Eyes of the Nine expansion
Nightvault	971	N474	-	-	-		-	-	-
Nightvault	972	N475	-	-	-		-	-	-
Nightvault	973	N476	-	-	-		-	-	-
Nightvault	974	N477	-	-	-		-	-	-
Nightvault	975	N478	Binding Shard	Universal	Upgrade	Fighters adjacent to this fighter cannot be pushed (or driven back)	-	-	The Eyes of the Nine expansion
Nightvault	976	N479	-	-	-		-	-	-
Nightvault	977	N480	-	-	-		-	-	-
Nightvault	978	N481	-	-	-		-	-	-
Nightvault	979	N482	-	-	-		-	-	-
Nightvault	980	N483	Butcher's Eye	Universal	Upgrade	If there are any Crit in an attack roll for this fighter's Attack action, resolve that Attack action as if it had Cleave	-	-	Echoes of Glory
Nightvault	981	N484	Chained Spite	Universal	Upgrade	Action: Scatter 3 from this fighter's hex. Choose one fighter standing in a hex in the chain. They suffer 1 damage	-	-	Zarbag's Gitz expansion
Nightvault	982	N485	-	-	-		-	-	-
Nightvault	983	N486	Champion's Fortitude	Universal	Upgrade	You can re-roll one defence dice each time you make a defence roll for this fighter	-	-	Echoes of Glory
Nightvault	984	N487	Circlet of Companionship	Universal	Upgrade	When this fighter is adjacent to two or more friendly fighters, this fighter has +1 Defence	-	-	Echoes of Glory
Nightvault	985	N488	Cloak of Shadows	Universal	Upgrade	While this fighter is adjacent to no fighters, this fighter has +1 Defence	-	-	Echoes of Glory
Nightvault	986	N489	-	-	-		-	-	-
Nightvault	987	N490	Dirty Fighting	Universal	Upgrade	Reaction: After this fighter's Attack action that targets an adjacent enemy fighter and fails, roll an attack dice. On a roll of Hammer or Crit that enemy fighter suffers 1 damage	-	-	Echoes of Glory
Nightvault	988	N491	-	-	-		-	-	-
Nightvault	989	N492	-	-	-		-	-	-
Nightvault	990	N493	-	-	-		-	-	-
Nightvault	991	N494	-	-	-		-	-	-
Nightvault	992	N495	Enchanted Greaves	Universal	Upgrade	This fighter treats lethal hexes as normal hexes	-	-	Echoes of Glory
Nightvault	993	N496	-	-	-		-	-	-
Nightvault	994	N497	Escape Artist	Universal	Upgrade	Reaction: After an enemy fighter's Attack action that targets this fighter and fails, push this fighter up to one hex	-	-	Nightvault core set
Nightvault	995	N498	-	-	-		-	-	-
Nightvault	996	N499	Faneway Crystal	Universal	Upgrade	When this fighter makes a Move action, they do not move normally. Instead, place them on any objective token, then discard this card. It is still considered to be a Move action	-	-	Zarbag's Gitz expansion
Nightvault	997	N500	-	-	-		-	-	-
Nightvault	998	N501	Fighter's Ferocity	Universal	Upgrade	If you score a critical hit when making an Attack action with this fighter, that Attack action has +1 Damage	-	-	Zarbag's Gitz expansion
Nightvault	999	N502	Gallant's Courage	Universal	Upgrade	When this fighter is the target of an Attack action, they cannot be driven back if there are any successes in their defence roll	-	-	The Eyes of the Nine expansion
Nightvault	1000	N503	Gloryseeker	Universal	Upgrade	+1 Damage to this fighter's Attack actions that target a fighter with a Wounds characteristic of 4 or more	-	-	Echoes of Glory
Nightvault	1001	N504	Great Fortitude	Universal	Upgrade	+1 Wounds	-	-	Nightvault core set
Nightvault	1002	N505	Great Speed	Universal	Upgrade	+1 Move	-	-	Nightvault core set
Nightvault	1003	N506	Great Strength	Universal	Upgrade	+1 Damage to all Attack actions with a Range of 1 or 2	-	-	Nightvault core set
Nightvault	1004	N507	-	-	-		-	-	-
Nightvault	1005	N508	Horrifying Armour	Universal	Upgrade	-1 Wound (to a minimum of 1). Adjacent enemy fighters' Attack actions have -1 Dice, to a minimum of 1	-	-	Echoes of Glory
Nightvault	1006	N509	-	-	-		-	-	-
Nightvault	1007	N510	-	-	-		-	-	-
Nightvault	1008	N511	Low Cunning	Universal	Upgrade	Fighters supported by this fighter have +1 Damage on their Attack actions with a Range or 1 or 2	-	-	Zarbag's Gitz expansion
Nightvault	1009	N512	Lucky Trinket	Universal	Upgrade	Reaction: During an enemy fighter's spell or spell Attack action, if the spell is cast and the caster is within three hexes of this fighter, roll three magic dice. If you roll at least one Crit that spell is not cast and is not resolved. In either case, discard this card	-	-	Nightvault core set
Nightvault	1010	N513	Mirror of Spite	Universal	Upgrade	Reaction: During an enemy fighter's Attack action that takes this fighter out of action, before removing them from the battlefield, all adjacent enemy fighters suffer 1 damage	-	-	Echoes of Glory
Nightvault	1011	N514	Mutating Maul	Universal	Upgrade	[1 Hex | 2 Hammer | 2 Damage] When a fighter makes this Attack action, choose Cleave or Knockback 1. This Attack action has that rule in this activation	-	-	Zarbag's Gitz expansion
Nightvault	1012	N515	-	-	-		-	-	-
Nightvault	1013	N516	Nullstone Axe	Universal	Upgrade	"[1 Hex | 2 Hammer | 2 Damage] You can re-roll one dice in the attack roll if the target is a wizard
[3 Hex | 2 Hammer | 1 Damage] After a fighter makes this Attack action, discard this upgrade. You can re-roll one dice in the attack roll if the target is a wizard"	-	-	Zarbag's Gitz expansion
Nightvault	1014	N517	-	-	-		-	-	-
Nightvault	1015	N518	Nullstone Darts	Universal	Upgrade	[3 Hex | 3 Sword | 1 Damage] You can re-roll one dice in the attack roll if the target is a wizard	-	-	Echoes of Glory
Nightvault	1016	N519	Nullstone Hammer	Universal	Upgrade	[1 Hex | 2 Hammer | 2 Damage] Knockback 1. You can re-roll one dice in the attack roll if the target is a wizard	-	-	The Eyes of the Nine expansion
Nightvault	1017	N520	-	-	-		-	-	-
Nightvault	1018	N521	-	-	-		-	-	-
Nightvault	1019	N522	Nullstone Sword	Universal	Upgrade	[1 Hex | 3 Hammer | 2 Damage] You can re-roll one dice in the attack roll if the target is a wizard	-	-	Echoes of Glory
Nightvault	1020	N523	-	-	-		-	-	-
Nightvault	1021	N524	Parrying Blade	Universal	Upgrade	[1 Hex | 2 Hammer | 1 Damage] Reaction: During an Attack action that targets this fighter and fails, this fighter cannot be pushed back and you make this Attack action	-	-	Zarbag's Gitz expansion
Nightvault	1022	N525	-	-	-		-	-	-
Nightvault	1023	N526	Potion of Clarity	Universal	Upgrade	Reaction: During this fighter's attempt to cast a spell, after the casting roll, discard this card. You can re-roll one dice from the casting roll	-	Wizard	The Eyes of the Nine expansion
Nightvault	1024	N527	Potion of Constitution	Universal	Upgrade	Reaction: During an Attack action or gambit that will damage this fighter, discard this card. Reduce the damage suffered by 1, to a minimum of 1	-	-	Echoes of Glory
Nightvault	1025	N528	Potion of Grace	Universal	Upgrade	Reaction: After a Move token is placed next to this fighter, discard this card. Remove that token	-	-	Echoes of Glory
Nightvault	1026	N529	Potion of Rage	Universal	Upgrade	Reaction: During this fighter's Attack action, before any dice are rolled, discard this card. The Attack action has +2 Dice until the action is resolved	-	-	Zarbag's Gitz expansion
Nightvault	1027	N530	-	-	-		-	-	-
Nightvault	1028	N531	Ready for the Fight	Universal	Upgrade	Reaction: After an enemy fighter's Move action that is part of a Charge action, you can push this fighter up to two hexes. This push must bring them adjacent to the enemy fighter.	-	-	Echoes of Glory
Nightvault	1029	N532	-	-	-		-	-	-
Nightvault	1030	N533	-	-	-		-	-	-
Nightvault	1031	N534	Ritual Dagger	Universal	Upgrade	[1 Hex | - Hammer | 2 Damage] When a fighter makes this Attack action, the Dice characteristic (before other modifiers) is equal to their wizard level. If there are any Crit in the attack roll, this Attack action has Cleave	-	Wizard	The Eyes of the Nine expansion
Nightvault	1032	N535	-	-	-		-	-	-
Nightvault	1033	N536	Seeking Blade	Universal	Upgrade	[1 Hex | 2 Hammer | 1 Damage] Rolls of Dodge aren't successes in defence rolls for targets of this Attack action	-	-	Echoes of Glory
Nightvault	1034	N537	Seeking Stones	Universal	Upgrade	[3 Hex | 2 Hammer | 1 Damage] Rolls of Dodge are not considered successes against this Attack action	-	-	The Eyes of the Nine expansion
